Jname,Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs)
J1749-2146,6.568,2.981,267.3385,-21.775,2.714555561,7.08E-15,0.368384429,-9.60E-16,*,9.601,6.08E+06
J1749-2347,4.828,1.967,267.315,-23.79,0.874485882,2.42E-15,1.143529039,-3.17E-15,*,12.646,5.72E+06
J1749-2629,2.505,0.593,267.297,-26.486,1.335387791,1.72E-15,0.748846146,-9.62E-16,*,4.196,1.23E+07
J1749-3002,359.459,-1.244,267.30622,-30.043,0.609873649,7.87E-15,1.639683895,-2.12E-14,-3.50E-26,12.731,1.23E+06
J1749-4931,342.522,-11.095,267.34904,-49.5331,0.445822307,5.90E-16,2.243046129,-2.97E-15,*,1.98,1.20E+07
J1749-5417,338.275,-13.427,267.44608,-54.29186,0.307576752,1.50E-16,3.251221017,-1.58E-15,*,3.279,3.26E+07
J1749-5605,336.637,-14.262,267.4354,-56.0886,1.33230972,2.12E-15,0.750576225,-1.19E-15,*,2.493,9.96E+06
J1749+5952,88.621,30.9,267.38845,59.876703,0.436040951,1.52E-16,2.293362581,-7.99E-16,*,25,4.55E+07
J1750+07,32.841,16.925,267.7,7.55,1.90881,*,0.523887,*,*,3.751,*
J1750-2043,7.591,3.331,267.577,-20.72,5.639047079,7.90E-15,0.177334927,-2.50E-16,*,8.84,1.12E+07
J1750-2438,4.291,1.185,267.74911,-24.6494,0.712794037,1.08E-14,1.402929806,-2.13E-14,*,12.845,1.05E+06
J1750-2444,4.136,1.255,267.5957,-24.746,0.899376721,2.64E-16,1.111881124,-3.26E-16,*,4.858,5.40E+07
J1750-2536,3.413,0.778,267.63912,-25.6119,0.034749053,*,28.777763,*,*,3.227,*
J1750-28,0.663,-0.737,267.5167,-28.75,1.300513146,5.78E-15,0.768927252,-3.42E-15,*,4.069,3.56E+06
J1750-3157,357.982,-2.516,267.69716,-31.96226,0.910362984,1.97E-16,1.09846294,-2.37E-16,-4.20E-28,4.338,7.34E+07
J1750-3503,355.314,-4.082,267.68542,-35.05247,0.684013603,3.81E-17,1.46195923,-8.14E-17,*,5.864,2.84E+08
J1750-3703A,353.532,-5.009,267.557507,-37.053042,0.111600837,5.66E-18,8.960506248,-4.55E-16,*,12.73,3.12E+08
J1750-3703B,353.526,-5.006,267.5507375,-37.056369,0.006074542,1.92E-20,164.6214621,-5.20E-16,*,12.73,5.02E+09
J1750-3703C,353.533,-5.007,267.556059,-37.05155,0.026568678,-9.96E-19,37.63830424,1.41E-15,*,12.73,*
J1750-3703D,353.532,-5.006,267.5545704,-37.051769,0.005139937,4.93E-19,194.5549223,-1.87E-14,*,12.73,1.65E+08
J1751-2516,3.852,0.692,267.9693,-25.279,0.394835784,2.65E-15,2.532698508,-1.70E-14,-3.70E-24,5.18,2.37E+06
J1751-2737,1.761,-0.376,267.80271,-27.62217,0.00223,*,448.430493,*,*,3.483,*
J1751-2857,0.646,-1.124,267.8862217,-28.9629222,0.003914873,1.12E-20,255.4361109,-7.31E-16,*,1.087,5.53E+09
J1751-3323,356.829,-3.382,267.88635,-33.3943,0.548227104,8.83E-15,1.824061585,-2.94E-14,*,14.283,9.84E+05
J1751-4657,345.002,-10.178,267.925817,-46.957369,0.742353603,1.30E-15,1.347066944,-2.36E-15,*,0.739,9.06E+06
J1752+2359,49.098,23.074,268.14758,23.99672,0.409050865,6.43E-16,2.444683743,-3.84E-15,*,3.03,1.01E+07
J1752-2410,4.93,1.039,268.24476,-24.174,0.191036694,6.18E-16,5.234596462,-1.69E-14,*,12.399,4.90E+06
J1752-2806,1.54,-0.961,268.24454,-28.11036,0.562557636,8.13E-15,1.77759564,-2.57E-14,1.30E-26,0.2,1.10E+06
J1752-2821,1.267,-0.976,268.10229,-28.353,0.6402295,3.47E-15,1.561939899,-8.46E-15,*,5.436,2.93E+06
J1753-12,14.608,6.703,268.2,-13,0.405454,*,2.466371,*,*,1.123,*
J1753-1914,9.251,3.412,268.39655,-19.2494,0.062954889,2.02E-18,15.88438986,-5.10E-16,*,2.915,4.93E+08
J1753-2240,6.299,1.663,268.41603,-22.6783,0.095137809,9.70E-19,10.51106825,-1.07E-16,*,3.232,1.55E+09
J1753-2501,4.274,0.512,268.37758,-25.007,0.528336409,1.41E-14,1.89273346,-5.06E-14,-6.20E-26,5.309,5.93E+05
J1753-28,0.887,-1.377,268.28,-28.88,0.08585861,*,11.647056,*,*,0.693,*
J1753-2819,1.462,-1.252,268.4840987,-28.325008,0.018623632,-4.94E-20,53.69521955,1.42E-16,*,4.143,*
J1753-38,352.277,-6.368,268.2,-38.82,0.666804,*,1.499691,*,*,8.815,*
J1754+0032,26.93,12.844,268.71667,0.60917,0.0044108,*,226.716242,*,*,4.052,*
J1754-2422,4.947,0.618,268.6523,-24.373,2.090248077,8.30E-16,0.478412113,-1.90E-16,*,11.097,3.99E+07
J1754-3014,359.862,-2.332,268.62575,-30.2508,1.320490414,4.43E-15,0.757294403,-2.54E-15,*,2.52,4.72E+06
J1754-3443,355.994,-4.607,268.65572,-34.7316,0.361690596,5.71E-16,2.76479403,-4.37E-15,*,7.197,1.00E+07
J1754-3510,355.635,-4.882,268.72757,-35.17861,0.392703893,7.82E-16,2.546447888,-5.07E-15,*,2.556,7.96E+06
J1754+5201,79.608,29.628,268.595445,52.0200678,2.391396795,1.56E-15,0.418165652,-2.74E-16,-5.20E-28,6.25,2.42E+07
J1755-0903,18.324,8.15,268.79318,-9.06433,0.190709643,7.81E-16,5.243573353,-2.15E-14,*,0.235,3.87E+06
J1755-1650,11.527,4.291,268.79853,-16.8447,0.733744439,6.86E-16,1.36287234,-1.27E-15,*,4.618,1.69E+07
J1755-2025,8.48,2.416,268.89917,-20.41667,0.322231179,4.42E-15,3.103362013,-4.26E-14,*,15.975,1.15E+06
J1755-2521,4.255,-0.15,268.9988,-25.358,1.175967877,9.02E-14,0.850363364,-6.52E-14,3.20E-23,3.444,2.07E+05
J1755-25211,4.183,-0.016,268.8305,-25.353,1.004512553,3.12E-14,0.995507718,-3.09E-14,*,5.055,5.10E+05
J1755-2534,4.047,-0.229,268.95758,-25.578,0.233540625,1.12E-14,4.281910259,-2.05E-13,*,4.399,3.30E+05
J1755-2550,3.799,-0.323,268.91,-25.8394,0.315196062,2.43E-15,3.172628469,-2.45E-14,*,4.891,2.05E+06
J1755-26,3.618,-0.333,268.81788,-26,0.430872156,1.23E-14,2.320874036,-6.61E-14,*,3.946,5.56E+05
J1755-2725,2.432,-1.135,268.9245,-27.429,0.261954678,1.40E-17,3.81745425,-2.00E-16,*,2.704,3.02E+08
J1755-33,357.109,-4.102,268.8,-33.52,0.959466,*,1.042246,*,*,14.084,*
J1755-3716,353.882,-6.041,268.8976925,-37.269661,0.012786069,3.10E-20,78.21011894,-1.90E-16,*,8.177,6.52E+09
J1756+1822,43.836,20.185,269.07326,18.38203,0.74400094,5.13E-16,1.344084324,-9.27E-16,*,25,2.30E+07
J1756-2225,6.835,1.237,269.1065,-22.43,0.404980301,5.27E-14,2.469255906,-3.21E-13,*,4.779,1.22E+05
J1756-2251,6.499,0.948,269.1943076,-22.866486,0.028461589,1.02E-18,35.13507271,-1.26E-15,*,0.73,4.43E+08
J1756-2435,5.027,0.044,269.24131,-24.5929,0.670479963,2.85E-16,1.491468882,-6.33E-16,-1.50E-28,3.834,3.73E+07
J1756-25,4.241,-0.342,269.18,-25.47,0.855986,*,1.168243,*,*,4.768,*
J1756-2619,3.574,-0.891,269.33079,-26.319,0.724513749,1.24E-15,1.380236057,-2.36E-15,*,5.112,9.27E+06
J1757-1500,13.367,4.785,269.30313,-15.0079,0.179354019,1.50E-15,5.575565048,-4.68E-14,*,4.222,1.89E+06
J1757-16,12.151,4.034,269.35,-16.43,0.451273,*,2.215954,*,*,3.367,*
J1757-1854,9.966,2.877,269.2657683,-18.9009378,0.021497232,2.63E-18,46.51761702,-5.69E-15,*,19.549,1.29E+08
J1757-2223,7.029,0.97,269.46155,-22.3969,0.185310102,7.82E-16,5.396359893,-2.28E-14,*,3.727,3.75E+06
J1757-2421,5.281,0.054,269.372182,-24.3687,0.234105791,1.30E-14,4.271573098,-2.37E-13,3.40E-23,3.124,2.85E+05
J1757-2745,2.391,-1.727,269.4782608,-27.761156,0.017687215,-1.31E-20,56.53801333,4.17E-17,-4.70E-26,8.208,*
J1757-5322,339.637,-13.98,269.3131729,-53.3739964,0.008869961,2.63E-20,112.7400644,-3.34E-16,*,0.945,5.34E+09
J1758-1931,9.544,2.353,269.5233,-19.528,0.692551578,1.69E-14,1.443935775,-3.53E-14,*,4.544,6.49E+05
J1758-2206,7.378,0.933,269.68521,-22.113,0.43027825,9.56E-16,2.324077498,-5.17E-15,*,15.065,7.13E+06
J1758-2540,4.263,-0.807,269.6331,-25.68,2.107263371,1.55E-15,0.47454913,-3.50E-16,*,3.41,2.15E+07
J1758-2630,3.555,-1.225,269.6428,-26.503,1.202893463,5.17E-15,0.831328817,-3.57E-15,*,4.35,3.69E+06
J1758-2846,1.556,-2.294,269.56421,-28.7672,0.766706386,9.40E-17,1.304280254,-1.60E-16,*,2.006,1.29E+08
J1758+3030,56.265,24.032,269.60783,30.50667,0.947255811,7.20E-16,1.05568104,-8.02E-16,*,3.279,2.08E+07
J1759-1029,17.596,6.504,269.89292,-10.4992,2.512262812,1.57E-14,0.398047527,-2.49E-15,*,2.519,2.53E+06
J1759-1736,11.378,3.028,269.8673,-17.6028,0.798451567,2.55E-16,1.252424119,-4.00E-16,*,4.917,4.96E+07
J1759-1903,10.142,2.26,269.924,-19.055,0.731505473,3.07E-15,1.367043772,-5.73E-15,*,21.806,3.78E+06
J1759-1940,9.634,1.901,269.98767,-19.6747,0.254720352,9.34E-17,3.925873968,-1.44E-15,*,7.987,4.32E+07
J1759-1956,9.366,1.845,269.89758,-19.936,2.84338881,1.86E-14,0.351693021,-2.30E-15,*,4.62,2.43E+06
J1759-2205,7.472,0.81,269.850683,-22.0925,0.460981536,1.09E-14,2.169284281,-5.11E-14,0.00E+00,3.256,6.73E+05
J1759-2302,6.702,0.257,269.9551,-23.04,0.810717729,1.07E-14,1.233474937,-1.63E-14,*,5.782,1.20E+06
J1759-2307,6.593,0.275,269.87894,-23.121,0.558888678,3.76E-15,1.78926509,-1.20E-14,*,5.345,2.35E+06
J1759-24,5.789,-0.156,269.85,-24.03,1.457739,*,0.685994,*,*,4.87,*
J1759-2549,4.261,-1.082,269.8963,-25.819,0.956548549,9.96E-14,1.045425244,-1.09E-13,*,4.842,1.52E+05
J1759-2922,1.202,-2.887,269.95103,-29.3687,0.574400268,4.63E-15,1.740946264,-1.40E-14,8.70E-27,2.417,1.97E+06
J1759-3107,359.629,-3.674,269.8419,-31.12272,1.078954947,3.77E-15,0.926822758,-3.24E-15,*,3.1,4.53E+06
J1759+5036,78.151,28.6,269.9403,50.615822,0.176016347,2.43E-19,5.681290493,-7.84E-18,*,0.543,1.15E+10
J1759-5505,338.205,-15.05,269.89233,-55.09192,0.373392126,4.39E-16,2.678149675,-3.15E-15,*,3.096,1.35E+07
J1800-0125,25.749,10.678,270.092,-1.42517,0.78318549,1.15E-14,1.276836731,-1.88E-14,*,1.529,1.08E+06
J1800-2114,8.306,1.073,270.0512,-21.24,1.799272492,5.50E-16,0.555780186,-1.70E-16,*,16.114,5.18E+07
J1800-2343,6.132,-0.118,270,-23.7,1.03082,*,0.970101,*,*,3.559,*
J1800+5034,78.13,28.44,270.18488,50.57271,0.578375101,1.17E-16,1.728981759,-3.50E-16,*,1.937,7.83E+07
J1801-0357,23.595,9.257,270.344283,-3.96547,0.921492866,3.31E-15,1.085195596,-3.89E-15,0.00E+00,5.739,4.42E+06
J1801-0857A,19.225,6.762,270.4608738,-8.9588481,0.007175615,-5.10E-19,139.3608847,9.91E-15,*,9.23,*
J1801-0857B,19.225,6.762,270.4606842,-8.959131,0.028961588,2.20E-18,34.52849289,-2.63E-15,*,9.23,2.08E+08
J1801-0857C,19.225,6.762,270.4614055,-8.9590831,0.0037387,-6.39E-20,267.4726749,4.57E-15,*,9.23,*
J1801-0857D,19.237,6.746,270.48068,-8.956746,0.004226532,7.70E-21,236.6005981,-4.30E-16,*,9.23,8.72E+09
J1801-0857E,19.225,6.762,270.46093,-8.958692,0.00760167,-1.04E-18,131.5500325,1.79E-14,*,9.23,*
J1801-0857F,19.226,6.762,270.4614204,-8.958686,0.024891985,-2.67E-18,40.17357389,4.31E-15,*,9.23,*
J1801-0857G,19.225,6.765,270.458746,-8.95775,0.051591367,8.00E-20,19.38308802,-3.00E-17,*,9.23,1.02E+10
J1801-0857H,19.224,6.752,270.469123,-8.964764,0.005642723,3.85E-19,177.2193887,-1.21E-14,*,9.23,2.32E+08
J1801-0857I,19.225,6.763,270.5,0,0,0,pqm+21,*,*,,
J1801-1417,14.546,4.162,270.4628056,-14.2929239,0.003625097,5.30E-21,275.854709,-4.03E-16,*,1.105,1.08E+10
J1801-1855,10.447,1.978,270.3429,-18.93,2.55049821,1.80E-16,0.392080259,-2.80E-17,*,20.072,2.22E+08
J1801-1909,10.295,1.781,270.44454,-19.16,1.10872485,7.03E-16,0.901937032,-5.72E-16,*,4.897,2.50E+07
J1801-2115,8.446,0.794,270.3854,-21.255,0.438113157,1.60E-17,2.282515335,-8.10E-17,*,14.873,4.46E+08
J1801-2154,7.838,0.554,270.2862,-21.90199,0.375301756,1.60E-14,2.664522569,-1.14E-13,*,4.132,3.71E+05
J1801-2304,6.837,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04
J1801-2451,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04
J1801-2920,1.437,-3.249,270.445163,-29.34392,1.081910498,3.29E-15,0.924290874,-2.81E-15,0.00E+00,3.013,5.21E+06
J1801-3210,358.922,-4.577,270.3578633,-32.181593,0.007453584,7.20E-23,134.1636386,-1.30E-18,-2.50E-26,6.112,1.64E+12
J1801-3458,356.517,-6.023,270.4694,-34.9769,1.385603623,4.00E-16,0.72170712,-2.07E-16,*,5.915,5.52E+07
J1802+0128,28.612,11.562,270.61437,1.47325,0.554261604,2.11E-15,1.804202191,-6.87E-15,*,7.681,4.16E+06
J1802+03,30.608,12.488,270.68,3.63,0.6643,*,1.505344,*,*,5.099,*
J1802-0523,22.425,8.398,270.5506,-5.3914,1.680572969,2.65E-15,0.595035157,-9.38E-16,*,4.07,1.01E+07
J1802-1745,11.573,2.377,270.56187,-17.7547,0.514671377,5.64E-16,1.942987401,-2.13E-15,*,6.596,1.45E+07
J1802-2124,8.382,0.611,270.5222316,-21.4010136,0.012647594,7.26E-20,79.06642423,-4.54E-16,-1.04E-25,0.76,2.76E+09
J1802-2426,5.731,-0.886,270.51292,-24.445,0.56900709,8.56E-15,1.757447345,-2.64E-14,*,12.876,1.05E+06
J1802-3346,357.675,-5.629,270.73,-33.7792,2.461051995,1.32E-15,0.406330302,-2.18E-16,*,13.672,2.95E+07
J1803+1358,40.299,16.902,270.79583,13.99056,0.00152,*,657.894737,*,*,*,*
J1803-1616,13.02,2.827,270.8945,-16.275,0.536595823,1.77E-15,1.863600046,-6.15E-15,*,19.035,4.80E+06
J1803-1857,10.73,1.428,270.99608,-18.955,2.864337736,1.52E-14,0.349120841,-1.85E-15,*,10.784,2.99E+06
J1803-1920,10.334,1.338,270.87267,-19.3447,0.443648922,3.30E-16,2.254034553,-1.68E-15,*,12.534,2.13E+07
J1803-2137,8.395,0.146,270.96421,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04
J1803-2149,8.14,0.187,270.79013,-21.8203,0.106332094,1.95E-14,9.404498317,-1.73E-12,*,*,8.63E+04
J1803-2712,3.494,-2.532,270.88205,-27.2018,0.334415427,1.71E-17,2.990292674,-1.53E-16,2.10E-27,3.466,3.10E+08
J1803-3002A,1.025,-3.925,270.89167,-30.03389,0.007101393,4.00E-20,140.8174522,-7.93E-16,*,7.3,2.81E+09
J1803-3002B,1.025,-3.925,270.89167,-30.03389,0.004397,*,227.427792,*,*,7.3,*
J1803-3002C,1.025,-3.925,270.89167,-30.03389,0.00584,*,171.232877,*,*,7.3,*
J1803-3002D,1.025,-3.925,270.89167,-30.03389,0.00553,*,180.831826,*,*,7.3,*
J1803-3329,358.015,-5.637,270.935221,-33.48631,0.633411983,3.37E-16,1.578751313,-8.41E-16,*,7.811,2.98E+07
J1804-0735,20.792,6.773,271.207898,-7.59019,0.023100855,4.67E-19,43.28844052,-8.75E-16,3.30E-27,8.16,7.84E+08
J1804-2228,7.722,-0.397,271.1175,-22.472,0.570510633,1.43E-16,1.752815708,-4.40E-16,*,4.054,6.31E+07
J1804-2717,3.505,-2.736,271.0880545,-27.2920375,0.009343031,4.09E-20,107.0316492,-4.68E-16,-5.90E-28,0.805,3.62E+09
J1804-28,2.833,-3.225,271.2,-28.12,1.273011,*,0.785539,*,*,5.469,*
J1804-2858,1.995,-3.498,271.0063468,-28.9796133,0.001492685,-7.57E-22,669.9335825,3.40E-16,-2.60E-25,8.237,*
J1805+0306,30.413,11.708,271.292311,3.10841,0.218711565,9.99E-16,4.572231915,-2.09E-14,1.70E-26,5.255,3.47E+06
J1805+0615,33.351,13.005,271.4266654,6.255168,0.002128906,2.28E-20,469.7247245,-5.02E-15,*,3.885,1.48E+09
J1805-0619,21.99,7.225,271.38098,-6.32928,0.454650713,9.69E-16,2.199490667,-4.69E-15,*,5.429,7.43E+06
J1805-1504,14.246,3.093,271.2754,-15.077,1.18126923,2.70E-16,0.846547065,-1.96E-16,*,5.409,6.84E+07
J1805-2032,9.53,0.313,271.4045,-20.547,0.405769488,8.39E-15,2.464453415,-5.10E-14,*,6.694,7.66E+05
J1805-2037,9.449,0.307,271.36746,-20.621,0.357806775,1.76E-15,2.794804543,-1.37E-14,*,4.983,3.23E+06
J1805-2447,5.807,-1.725,271.35804,-24.792,0.661401759,5.80E-18,1.511940339,-1.33E-17,*,4.576,1.80E+09
J1805-2948,1.456,-4.217,271.42704,-29.8,0.428340989,4.74E-16,2.334588622,-2.58E-15,*,4.589,1.43E+07
J1806+1023,37.305,14.56,271.717142,10.38842,0.48428646,5.73E-17,2.064893577,-2.44E-16,*,2.954,1.34E+08
J1806-1154,17.142,4.417,271.5283,-11.908,0.522618386,1.41E-15,1.913442059,-5.16E-15,8.40E-27,3.005,5.88E+06
J1806-1618,13.323,2.213,271.6074,-16.311,0.66830921,8.62E-16,1.496313361,-1.93E-15,*,10.156,1.23E+07
J1806-1920,10.641,0.802,271.5275,-19.34,0.879790876,1.70E-17,1.136633748,-2.20E-17,4.70E-24,12.793,8.19E+08
J1806-2125,8.811,-0.28,271.5825,-21.4654,0.481824602,1.18E-13,2.075444041,-5.08E-13,1.10E-23,4.886,6.47E+04
J1806+2819,54.645,21.667,271.604441,28.3169764,0.015083667,3.75E-20,66.29687453,-1.65E-16,*,1.33,6.37E+09
J1807+04,31.56,11.65,271.85,4.08,0.7989,*,1.251721,*,*,2.39,*
J1807+0756,35.149,13.276,271.963479,7.945386,0.464300493,1.29E-16,2.153777596,-6.00E-16,*,7.935,5.69E+07
J1807-0847,20.061,5.587,271.9084475,-8.795353,0.163727372,2.88E-17,6.107714244,-1.07E-15,-4.79E-27,1.5,9.01E+07
J1807-2459A,5.837,-2.203,271.834815,-24.9980282,0.003059449,-4.34E-21,326.8562627,4.63E-16,*,2.58,*
J1807-2459B,5.836,-2.206,271.8369634,-25.000532,0.004186177,8.23E-20,238.8814308,-4.70E-15,*,2.58,8.06E+08
J1807-2557,4.987,-2.646,271.80692,-25.9556,2.76419487,4.99E-15,0.361768995,-6.54E-16,*,18.556,8.77E+06
J1807-2715,3.843,-3.257,271.7854,-27.2508,0.827776462,1.22E-14,1.208055612,-1.78E-14,-8.20E-26,15.364,1.08E+06
J1808+00,28.48,9.844,272.08,0.57,0.425115,*,2.352305,*,*,25,*
J1808-0813,20.634,5.75,272.0393,-8.21717,0.876044287,1.24E-15,1.141494802,-1.62E-15,2.00E-27,3.972,1.12E+07
J1808-1020,18.828,4.6,272.19014,-10.34675,0.596993203,7.73E-16,1.675060948,-2.17E-15,*,8.076,1.22E+07
J1808-1517,14.472,2.239,272.16287,-15.2944,0.544549207,2.67E-15,1.836381335,-8.99E-15,*,4.306,3.23E+06
J1808-1726,12.599,1.188,272.1762,-17.441,0.241034548,1.20E-17,4.148782855,-2.00E-16,*,14.163,3.29E+08
J1808-2024,9.996,-0.242,272.163904,-20.411069,7.55592,5.49E-10,0.1323466,-9.62E-12,-1.78E-20,13,218
J1808-2057,9.446,-0.4,272.02665,-20.9688,0.918410326,1.71E-14,1.088837932,-2.02E-14,7.87E-26,4.582,8.52E+05
J1808-2701,4.16,-3.357,272.05512,-27.022,2.457881778,6.58E-14,0.406854394,-1.09E-14,*,2.706,5.92E+05
J1808-3249,359.035,-6.115,272.01867,-32.8261,0.364912242,7.05E-15,2.740384908,-5.29E-14,*,6.269,8.20E+05
J1809-0119,26.962,8.627,272.464,-1.32472,0.744976402,2.29E-15,1.342324398,-4.13E-15,*,10.737,5.15E+06
J1809-0743,21.247,5.675,272.39967,-7.71706,0.313885675,1.52E-16,3.18587333,-1.54E-15,*,13.999,3.27E+07
J1809-1429,15.306,2.393,272.43962,-14.4903,0.895285284,5.24E-15,1.1169624,-6.54E-15,*,17.153,2.71E+06
J1809+17,43.842,16.864,272.27,17.07,2.0667,*,0.483863,*,*,3.152,*
J1809-1850,11.473,0.316,272.405,-18.849,1.124481089,1.06E-14,0.889299082,-8.36E-15,*,4.667,1.68E+06
J1809-1917,11.094,0.08,272.429733,-19.29392,0.08275527,2.55E-14,12.08382262,-3.73E-12,2.70E-23,3.268,5.14E+04
J1809-1943,10.727,-0.158,272.4628623,-19.7310921,5.540742829,2.83E-12,0.180481215,-9.21E-14,4.10E-23,3.6,3.10E+04
J1809-2004,10.363,-0.202,272.3161,-20.07,0.434811386,7.28E-15,2.299847776,-3.85E-14,*,5.228,9.46E+05
J1809-2109,9.415,-0.72,272.309706,-21.1508,0.702413629,3.82E-15,1.423662581,-7.75E-15,-2.40E-27,4.119,2.91E+06
J1809-2332,7.39,-1.995,272.45937,-23.53963,0.146788548,3.44E-14,6.812520546,-1.60E-12,*,0.88,6.76E+04
J1809-3547,356.541,-7.766,272.36242,-35.7883,0.860387839,1.20E-16,1.162266544,-1.62E-16,*,22.564,1.14E+08
J1810+0705,34.694,12.248,272.69599,7.09342,0.307682834,2.42E-16,3.25010007,-2.56E-15,*,5.456,2.01E+07
J1810-1441,15.272,2.035,272.74651,-14.6927,0.2172135,2.39E-17,4.603765412,-5.06E-16,*,6.755,1.44E+08
J1810-1709,13.051,0.956,272.61754,-17.1575,1.16113258,3.33E-16,0.861228095,-2.47E-16,*,14.518,5.52E+07
J1810+1744,44.642,16.806,272.65533,17.743717,0.00166,4.60E-21,602.409639,-1.67E-15,*,2.361,5.72E+09
J1810-1820,12.064,0.289,272.73133,-18.3442,0.153716278,5.20E-17,6.505491875,-2.21E-15,*,4.237,4.66E+07
J1810-2005,10.545,-0.563,272.7458,-20.08563,0.032822245,1.47E-19,30.46714216,-1.37E-16,*,3.513,3.53E+09
J1810-5338,340.292,-15.901,272.685304,-53.6354531,0.26104979,3.86E-16,3.830686865,-5.66E-15,*,1.647,1.07E+07
J1811-0154,26.613,8.029,272.83283,-1.90858,0.924944823,1.61E-15,1.081145572,-1.88E-15,*,11.112,9.11E+06
J1811-0624,22.604,5.923,272.8253587,-6.410394,0.004145684,4.80E-21,241.214745,-2.80E-16,*,5.801,1.36E+10
J1811+0702,34.709,12.102,272.8351,7.04158,0.461712677,2.69E-15,2.165849132,-1.26E-14,*,2.965,2.72E+06
J1811-1049,18.712,3.83,272.8211,-10.8175,2.623858562,8.00E-16,0.381118104,-1.20E-16,*,8.667,5.20E+07
J1811-1717,13.041,0.686,272.8605,-17.296,0.391385101,1.20E-16,2.555028276,-7.83E-16,*,5.184,5.17E+07
J1811-1736,12.821,0.435,272.979308,-17.61047,0.104181955,9.01E-19,9.598591253,-8.30E-17,*,4.419,1.83E+09
J1811-1835,11.909,0.049,272.8738,-18.596,0.557463612,6.32E-15,1.793839057,-2.03E-14,*,4.933,1.40E+06
J1811-1925,11.181,-0.348,272.8717,-19.4244,0.064667,4.40E-14,15.463838,-1.05E-11,*,5,2.33E+04
J1811-2405,7.073,-2.559,272.8327252,-24.088451,0.002660593,1.38E-20,375.85602,-1.95E-15,*,1.831,3.06E+09
J1811-2439,6.632,-2.954,272.98138,-24.665,0.415812941,2.97E-16,2.404927554,-1.72E-15,*,3.756,2.22E+07
J1811-4930,344.222,-14.267,272.86329,-49.50578,1.432704197,2.25E-15,0.697980785,-1.10E-15,*,1.447,1.01E+07
J1812+0226,30.709,9.692,273.22162,2.4492,0.793902802,3.60E-15,1.259600038,-5.71E-15,3.70E-28,7.197,3.49E+06
J1812-15,14.736,1.298,273.15,-15.52,1.014529,*,0.985679,*,*,10.041,*
J1812-1718,13.109,0.538,273.03004,-17.3082,1.205374441,1.91E-14,0.829617723,-1.31E-14,5.80E-26,3.661,1.00E+06
J1812-1733,12.904,0.387,273.0660802,-17.5605197,0.538340543,9.82E-16,1.857560261,-3.39E-15,-1.40E-26,4.492,8.68E+06
J1812-1910,11.522,-0.456,273.1454,-19.178,0.430990981,3.77E-14,2.320234169,-2.03E-13,*,5.922,1.81E+05
J1812-20,9.954,-1.321,273.1524,-20.968,1.903111982,2.40E-16,0.525455154,-6.63E-17,*,11.219,1.26E+08
J1812-2102,9.859,-1.303,273.0872,-21.043,1.223352308,2.39E-14,0.817426013,-1.60E-14,*,14.44,8.11E+05
J1812-2526,6.013,-3.448,273.13458,-25.4439,0.315835048,1.78E-16,3.166209722,-1.78E-15,*,22.244,2.82E+07
J1812-2748,3.949,-4.598,273.16908,-27.8008,0.236983307,3.16E-16,4.219706488,-5.62E-15,*,2.941,1.19E+07
J1812-3039,1.431,-5.962,273.18709,-30.6558,0.587476776,6.60E-16,1.702194948,-1.91E-15,*,5.474,1.41E+07
J1813-0402,24.971,6.534,273.3955668,-4.0466174,0.00410656,6.94E-21,243.5128459,-4.12E-16,*,2.229,9.37E+09
J1813-1246,17.244,2.445,273.34904,-12.7664,0.048072247,1.76E-14,20.80202336,-7.60E-12,*,2.635,4.34E+04
J1813-1749,12.816,-0.02,273.39658,-17.83264,0.04474056,1.27E-13,22.35108382,-6.34E-11,*,6.147,5.58E+03
J1813+1822,45.544,16.401,273.4115,18.3708,0.336424676,2.10E-17,2.972433564,-1.90E-16,*,4.989,2.54E+08
J1813-2113,9.853,-1.656,273.41612,-21.217,0.426466241,2.08E-15,2.344851491,-1.14E-14,*,14.968,3.25E+06
J1813-2242,8.529,-2.329,273.3715,-22.702,0.328514216,4.78E-17,3.044008298,-4.43E-16,*,12.474,1.09E+08
J1813-2621,5.322,-4.112,273.4191319,-26.365849,0.004430012,1.25E-20,225.7330418,-6.35E-16,*,3.158,5.63E+09
J1813+4013,67.408,24.033,273.30534,40.22751,0.931089085,2.55E-15,1.074011087,-2.94E-15,1.49E-26,4.917,5.79E+06
J1814-0521,23.905,5.73,273.60888,-5.3603,1.014219485,8.84E-16,0.985979874,-8.59E-16,*,4.211,1.82E+07
J1814-0618,23.101,5.233,273.6719,-6.3005,1.377868496,2.92E-16,0.725758665,-1.54E-16,*,5.99,7.47E+07
J1814+1130,39.205,13.306,273.678092,11.512208,0.751261115,1.66E-15,1.331095115,-2.94E-15,*,4.151,7.17E+06
